,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
58344,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15081-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-neuss-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Neuss – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58345,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15080-befoerderungs-und-stellenbesetzungsblockade-im-landesamt-fuer-ausbildung-fortbildung-und-personalangelegenheiten,"Beförderungs- und Stellenbesetzungsblockade im Landesamt für Ausbildung, Fortbildung und Personalangelegenheiten der Polizei Nordrhein-Westfalen (LAFP) – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?",minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58346,Andreas Terhaag,Andreas Terhaag,https://kleineanfragen.de/nordrhein-westfalen/16/15079-befoerderungs-und-stellenbesetzungsblockade-in-moenchengladbach-wie-lange-nimmt-die-landesregierung-noch-die,Beförderungs- und Stellenbesetzungsblockade in Mönchengladbach – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58347,Andreas Terhaag,Andreas Terhaag,https://kleineanfragen.de/nordrhein-westfalen/16/15078-befoerderungs-und-stellenbesetzungsblockade-in-krefeld-wie-lange-nimmt-die-landesregierung-noch-die,Beförderungs- und Stellenbesetzungsblockade in Krefeld – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58348,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15077-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-minden-luebbecke-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Minden-Lübbecke –Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58349,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15076-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-kleve-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Kleve – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58350,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15075-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-des-hochsauerlandkreises-wie-lange-nimmt,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde des Hochsauerlandkreises – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58351,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15074-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-hoexter-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Höxter – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58352,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15073-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-des-oberbergischen-kreises-wie-lange-nimmt,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde des Oberbergischen Kreises - Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-29T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58353,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15083-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-steinfurt-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Steinfurt – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-28T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58354,Ralf Witzel,Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15072-auswirkungen-von-landespersonalvertretungsgesetz-lpvg-sowie-freistellungs-und-urlaubsverordnung-frurlv-nrw-wie,Auswirkungen von Landespersonalvertretungsgesetz (LPVG) sowie Freistellungs- und Urlaubsverordnung (FrUrlV NRW) – Wie viele Bedienstete sind in Nordrhein-Westfalen für anderweitige Aufgaben wie beispielsweise Personalvertretungsarbeit oder noch weitere Belange vom Dienst freigestellt?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58355,Dr. Björn Kerbein;Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel;Dr. Björn Kerbein,https://kleineanfragen.de/nordrhein-westfalen/16/15071-befoerderungs-und-stellenbesetzungsblockade-im-polizeipraesidium-bielefeld-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade im Polizeipräsidium Bielefeld – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58356,Dietmar Brockes;Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel;Dietmar Brockes,https://kleineanfragen.de/nordrhein-westfalen/16/15070-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-viersen-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Viersen – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58357,Karlheinz Busen;Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel;Karlheinz Busen,https://kleineanfragen.de/nordrhein-westfalen/16/15069-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-borken-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Borken – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58358,Ulrich Alda;Ralf Witzel;Marc Lürbke;Ernst-Ulrich Alda,Marc Lürbke;Ulrich Alda;Ralf Witzel;Ernst-Ulrich Alda,https://kleineanfragen.de/nordrhein-westfalen/16/15068-befoerderungs-und-stellenbesetzungsblockade-im-polizeipraesidium-hagen-wie-lange-nimmt-die-landesregierung-noch,Beförderungs- und Stellenbesetzungsblockade im Polizeipräsidium Hagen – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58359,Holger Ellerbrock;Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel;Holger Ellerbrock,https://kleineanfragen.de/nordrhein-westfalen/16/15067-befoerderungs-und-stellenbesetzungsblockade-im-polizeipraesidium-duisburg-wie-lange-nimmt-die-landesregierung-noch,Beförderungs- und Stellenbesetzungsblockade im Polizeipräsidium Duisburg – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58360,Dr. Ingo Wolf;Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel;Dr. Ingo Wolf,https://kleineanfragen.de/nordrhein-westfalen/16/15066-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-euskirchen-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Euskirchen – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58361,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15065-befoerderungs-und-stellenbesetzungsblockade-im-polizeipraesidium-oberhausen-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade im Polizeipräsidium Oberhausen – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58362,Ralf Witzel;Marc Lürbke;Christof Rasche,Marc Lürbke;Ralf Witzel;Christof Rasche,https://kleineanfragen.de/nordrhein-westfalen/16/15064-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-soest-wie-lange-nimmt-die-landesregierung,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Soest – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58363,Marc Lürbke,Marc Lürbke,https://kleineanfragen.de/nordrhein-westfalen/16/15063-befoerderungs-und-stellenbesetzungsblockade-in-der-kreispolizeibehoerde-paderborn-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade in der Kreispolizeibehörde Paderborn – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-26T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58364,Theo Kruse,Theo Kruse,https://kleineanfragen.de/nordrhein-westfalen/16/15062-verhandlungen-des-inspekteurs-der-landespolizei-mit-dem-ruestungskonzern-rheinmetall-ueber-ein,Verhandlungen des Inspekteurs der Landespolizei mit dem Rüstungskonzern Rheinmetall über ein Beschäftigungsverhältnis,minor,2017-05-24T00:00:00Z,CDU,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58365,Robert Stein;Rolf Seel;Werner Lohn,Robert Stein;Rolf Seel;Werner Lohn,https://kleineanfragen.de/nordrhein-westfalen/16/15061-wie-weit-ist-die-landesregierung-mit-der-besetzung-der-offenen-stellen,Wie weit ist die Landesregierung mit der Besetzung der offenen Stellen?,minor,2017-05-24T00:00:00Z,CDU,Finanzministerium,Finanzministerium
58366,Gerd Stüttgen,Gerd Stüttgen,https://kleineanfragen.de/nordrhein-westfalen/16/15060-mafiaclans-in-nrw-taetigkeitsgebiete-ermittlungsergebnisse-vorbeugung,"Mafiaclans in NRW – Tätigkeitsgebiete, Ermittlungsergebnisse, Vorbeugung",minor,2017-05-24T00:00:00Z,fraktionslos,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58367,Ralf Witzel,Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15059-strategien-zur-einschuechterung-klagewilliger-polizeibeamter-gegen-die-frauenquote-woher-kommt-ploetzlich-das,Strategien zur Einschüchterung klagewilliger Polizeibeamter gegen die Frauenquote – Woher kommt plötzlich das angebliche Interesse des Innenministers an Aufklärung und dienstlicher Fürsorge nach seiner schon monatelangen Ignoranz gegenüber den unhaltbaren Zuständen?,minor,2017-05-24T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58368,Ralf Witzel;Marc Lürbke,Marc Lürbke;Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15058-befoerderungs-und-stellenbesetzungsblockade-im-landeskriminalamt-nordrhein-westfalen-lka-wie-lange-nimmt-die,Beförderungs- und Stellenbesetzungsblockade im Landeskriminalamt Nordrhein-Westfalen (LKA) – Wie lange nimmt die Landesregierung noch die vorherrschenden Benachteiligungen aufgrund der verfassungswidrigen Frauenquote billigend in Kauf?,minor,2017-05-24T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58369,Dr. Joachim Stamp,Dr. Joachim Stamp,https://kleineanfragen.de/nordrhein-westfalen/16/15057-sexualstraftaeter-in-leverkusen-nicht-in-abschiebungshaft-genommen,Sexualstraftäter in Leverkusen nicht in Abschiebungshaft genommen,minor,2017-05-24T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58370,Andre Kuper,Andre Kuper,https://kleineanfragen.de/nordrhein-westfalen/16/15056-organisationschaos-der-landesregierung-fehlende-platzkapazitaeten-fuer-beschleunigte-asylverfahren-fuer-personen,Organisationschaos der Landesregierung - Fehlende Platzkapazitäten für beschleunigte Asylverfahren für Personen aus sicheren Herkunftsländern,minor,2017-05-24T00:00:00Z,CDU,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58371,Henning Höne;Marc Lürbke,Marc Lürbke;Henning Höne,https://kleineanfragen.de/nordrhein-westfalen/16/15055-zunahme-der-null-prozent-aufklaerungsquoten-bei-fahrraddiebstaehlen-warum-arbeitet-die-polizei-bei-der-aufklaerung,Zunahme der Null-Prozent-Aufklärungsquoten bei Fahrraddiebstählen – Warum arbeitet die Polizei bei der Aufklärung von Fahrraddiebstählen nicht europaweit stärker zusammen?,minor,2017-05-23T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58372,Andre Kuper,Andre Kuper,https://kleineanfragen.de/nordrhein-westfalen/16/15054-mietvertraege-fuer-landesasylunterkuenfte-angemessenheit-der-mietkosten,Mietverträge für Landesasylunterkünfte - Angemessenheit der Mietkosten?,minor,2017-05-23T00:00:00Z,CDU,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58373,Hanns-Jörg Rohwedder,Hanns-Jörg Rohwedder,https://kleineanfragen.de/nordrhein-westfalen/16/15053-transparenz-bei-bergbauberechtigungen-fuer-grubengas,Transparenz bei Bergbauberechtigungen für Grubengas,minor,2017-05-22T00:00:00Z,Piraten,"Ministerium für Wirtschaft, Energie, Industrie, Mittelstand und Handwerk","Ministerium für Wirtschaft, Energie, Industrie, Mittelstand und Handwerk"
58374,Andre Kuper,Andre Kuper,https://kleineanfragen.de/nordrhein-westfalen/16/15052-organisationschaos-der-landesregierung-um-die-geplante-zentrale-landesaufnahmeeinrichtung-lea-in-bochum,Organisationschaos der Landesregierung um die geplante Zentrale Landesaufnahmeeinrichtung (LEA) in Bochum,minor,2017-05-22T00:00:00Z,CDU,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58375,Ralf Witzel,Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15051-verzoegerungen-bei-der-abschiebung-ausreisepflichtiger-personen-in-essen-welche-kommunalen-mehrbelastungen-bei-der,Verzögerungen bei der Abschiebung ausreisepflichtiger Personen in Essen – Welche kommunalen Mehrbelastungen bei der Unterbringung von Asylbewerbern und Flüchtlingen erwachsen aus den Versäumnissen des Landes?,minor,2017-05-22T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58376,Dr. Joachim Stamp,Dr. Joachim Stamp,https://kleineanfragen.de/nordrhein-westfalen/16/15050-sexualdelikt-in-der-siegaue,Sexualdelikt in der Siegaue,minor,2017-05-22T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58377,Frank Herrmann,Frank Herrmann,https://kleineanfragen.de/nordrhein-westfalen/16/15049-wann-startet-die-landesregierung-die-benachrichtigung-der-fussballfans-ueber-ihren-eintrag-in-die-skb-dateien,Wann startet die Landesregierung die Benachrichtigung der Fußballfans über ihren Eintrag in die SKB-Dateien?,minor,2017-05-22T00:00:00Z,Piraten,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58378,Marc Lürbke,Marc Lürbke,https://kleineanfragen.de/nordrhein-westfalen/16/15048-gefaehrder-in-nrw-nach-dem-fall-amri-weiter-auf-freiem-fuss-warum-wurde-der-im-zusammenhang-mit-dem-bvb-anschlag,Gefährder in NRW nach dem Fall Amri weiter auf freiem Fuß? Warum wurde der im Zusammenhang mit dem BVB-Anschlag festgenommene mutmaßliche IS-Kämpfer aus dem Irak nicht früher festgenommen?,minor,2017-05-22T00:00:00Z,FDP,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58379,Rainer Deppe,Rainer Deppe,https://kleineanfragen.de/nordrhein-westfalen/16/15047-verbissgutachten-der-forstbehoerden,Verbissgutachten der Forstbehörden,minor,2017-05-22T00:00:00Z,CDU,"Ministerium für Klimaschutz, Umwelt, Landwirtschaft, Natur- und Verbraucherschutz","Ministerium für Klimaschutz, Umwelt, Landwirtschaft, Natur- und Verbraucherschutz"
58380,Hanns-Jörg Rohwedder,Hanns-Jörg Rohwedder,https://kleineanfragen.de/nordrhein-westfalen/16/15046-uranmuelllagerung-und-neue-uranmuell-lagerhalle-an-der-urananreicherungsanlage-gronau,Uranmülllagerung und neue Uranmüll-Lagerhalle an der Urananreicherungsanlage Gronau,minor,2017-05-22T00:00:00Z,Piraten,"Ministerium für Wirtschaft, Energie, Industrie, Mittelstand und Handwerk","Ministerium für Wirtschaft, Energie, Industrie, Mittelstand und Handwerk"
58381,Josef Rickfelder,Josef Rickfelder,https://kleineanfragen.de/nordrhein-westfalen/16/15045-beamtenrechtliche-versorgung-im-fall-wendt,Beamtenrechtliche Versorgung im Fall Wendt,minor,2017-05-22T00:00:00Z,CDU,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58382,Susanne Schneider,Susanne Schneider,https://kleineanfragen.de/nordrhein-westfalen/16/15044-wie-gestaltet-sich-der-stand-der-umsetzung-des-krankenhausplans-nrw-2015,Wie gestaltet sich der Stand der Umsetzung des Krankenhausplans NRW 2015?,minor,2017-05-22T00:00:00Z,FDP,"Ministerium für Gesundheit, Emanzipation, Pflege und Alter","Ministerium für Gesundheit, Emanzipation, Pflege und Alter"
58383,Ralf Witzel,Ralf Witzel,https://kleineanfragen.de/nordrhein-westfalen/16/15043-entwicklung-der-befoerderungen-in-der-finanzverwaltung-im-monat-maerz-2017-wie-sehen-die,Entwicklung der Beförderungen in der Finanzverwaltung im Monat März 2017 – Wie sehen die Beförderungsentscheidungen des Finanzministers nach Beendigung der zurückliegenden und vor der nächsten Beförderungswelle aus?,minor,2017-05-22T00:00:00Z,FDP,Finanzministerium,Finanzministerium
58384,Andre Kuper,Andre Kuper,https://kleineanfragen.de/nordrhein-westfalen/16/15042-900-millionen-euro-entlastung-der-kommunen-durch-wegfall-der-gewerbesteuerumlage-ab-dem-jahr-2020,900 Millionen Euro - Entlastung der Kommunen durch Wegfall der Gewerbesteuerumlage ab dem Jahr 2020,minor,2017-05-22T00:00:00Z,CDU,Finanzministerium,Finanzministerium
58385,Marc Lürbke,Marc Lürbke,https://kleineanfragen.de/nordrhein-westfalen/16/15041-welche-kenntnisse-besitzt-die-landesregierung-ueber-den-derzeitigen-zustand-der-dienstgebaeude-der-polizei-in,Welche Kenntnisse besitzt die Landesregierung über den derzeitigen Zustand der Dienstgebäude der Polizei in Ostwestfalen-Lippe?,minor,2017-05-22T00:00:00Z,FDP,Finanzministerium,Finanzministerium
58386,Frank Herrmann,Frank Herrmann,https://kleineanfragen.de/nordrhein-westfalen/16/15039-stand-und-ausbau-von-opendata-durch-open-nrw,Stand und Ausbau von OpenData durch Open.NRW,minor,2017-05-19T00:00:00Z,Piraten,Ministerium für Inneres und Kommunales,Ministerium für Inneres und Kommunales
58387,Yvonne Gebauer,Yvonne Gebauer,https://kleineanfragen.de/nordrhein-westfalen/16/15038-sind-tatsaechlich-keine-materiell-rechtlichen-aenderungen-durch-den-erlass-unterricht-fuer-neu-zugewanderte,"Sind tatsächlich keine materiell-rechtlichen Änderungen durch den Erlass ""Unterricht für neu zugewanderte Schülerinnen und Schüler"" erfolgt?",minor,2017-05-19T00:00:00Z,FDP,Ministerium für Schule und Weiterbildung,Ministerium für Schule und Weiterbildung
58388,Jens Kamieth,Jens Kamieth,https://kleineanfragen.de/nordrhein-westfalen/16/15037-justizstandort-nrw-wie-ist-die-bauliche-und-raeumliche-situation-der-gerichtsstandorte,Justizstandort NRW - Wie ist die bauliche und räumliche Situation der Gerichtsstandorte?,minor,2017-05-19T00:00:00Z,CDU,Justizministerium,Justizministerium
