,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
64207,Carsten Löcker;Susana dos Santos Herrmann,Susana dos Santos Herrmann;Carsten Löcker,https://kleineanfragen.de/nordrhein-westfalen/17/12213-100-wirksame-aerosol-desinfektion-auch-im-nrw-oepnv-moeglich,100% wirksame Aerosol-Desinfektion auch im NRW-ÖPNV möglich?,minor,2020-12-18T00:00:00Z,SPD,VM,VM
64208,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12212-ueberraschung-bei-ampelschaltung-in-eschweiler,Überraschung bei Ampelschaltung in Eschweiler.,minor,2020-12-18T00:00:00Z,SPD,VM,VM
64209,Sigrid Beer;Wibke Brems;Matthi Bolte-Richter,Matthi Bolte-Richter;Sigrid Beer;Wibke Brems,https://kleineanfragen.de/nordrhein-westfalen/17/12186-hat-die-landesregierung-ihre-haltung-zum-geplanten-atommuelllager-in-wuergassen-geaendert,Hat die Landesregierung ihre Haltung zum geplanten Atommülllager in Würgassen geändert?,minor,2020-12-17T00:00:00Z,Bündnis 90/Die Grünen,MAGS,MAGS
64210,Stefan Zimkeit,Stefan Zimkeit,https://kleineanfragen.de/nordrhein-westfalen/17/12164-wurden-firmen-bei-der-auftragsvergabe-fuer-schutzkleidung-durch-die-landesregierung-unterschiedlich-behandelt-und,Wurden Firmen bei der Auftragsvergabe für Schutzkleidung durch die Landesregierung unterschiedlich behandelt und dadurch Unternehmen benachteiligt?,minor,2020-12-16T00:00:00Z,SPD,MAGS,MAGS
64211,Stefan Zimkeit,Stefan Zimkeit,https://kleineanfragen.de/nordrhein-westfalen/17/12163-influencer-marketing-in-der-staatskanzlei-welchen-einfluss-hatten-die-geschaeftsbeziehungen-des-sohnes-des-nrw,Influencer Marketing in der Staatskanzlei? - Welchen Einfluss hatten die Geschäftsbeziehungen des Sohnes des NRW-Ministerpräsidenten zum Modehersteller van Laack auf die Auftragsvergabe der Landesregierung?,minor,2020-12-16T00:00:00Z,SPD,MAGS,MAGS
64212,Alexander Langguth,Alexander Langguth,https://kleineanfragen.de/nordrhein-westfalen/17/12162-sexueller-missbrauch-von-minderjaehrigen-gegen-entgelt-und-ausbeutung-von-minderjaehrigen-prostituierten,Sexueller Missbrauch von Minderjährigen gegen Entgelt und Ausbeutung von minderjährigen Prostituierten,minor,2020-12-16T00:00:00Z,fraktionslos,IM,IM
64213,Frank Sundermann,Frank Sundermann,https://kleineanfragen.de/nordrhein-westfalen/17/12161-datenschutz-und-oeffentlichkeitsprinzip-in-der-kommunalen-demokratie,Datenschutz und Öffentlichkeitsprinzip in der kommunalen Demokratie,minor,2020-12-16T00:00:00Z,SPD,MHKBG,MHKBG
64214,Stefan Zimkeit,Stefan Zimkeit,https://kleineanfragen.de/nordrhein-westfalen/17/12142-corona-ist-keine-reise-wert-was-gilt-fuer-die-landesregierung,Corona ist keine Reise wert – was gilt für die Landesregierung?,minor,2020-12-15T00:00:00Z,SPD,MBEI,MBEI
64215,Dr. Christian Blex,Dr. Christian Blex,https://kleineanfragen.de/nordrhein-westfalen/17/12110-maskenpflicht-im-sportunterricht,Maskenpflicht im Sportunterricht,minor,2020-12-15T00:00:00Z,AfD,MSB,MSB
64216,Norwich Rüße,Norwich Rüße,https://kleineanfragen.de/nordrhein-westfalen/17/12109-was-tut-die-landesregierung-zur-unterstuetzung-des-oekologischen-weihnachtsbaumanbaus-in-nordrhein-westfalen,Was tut die Landesregierung zur Unterstützung des ökologischen Weihnachtsbaumanbaus in Nordrhein-Westfalen?,minor,2020-12-14T00:00:00Z,Bündnis 90/Die Grünen,MULNV,MULNV
64217,Andreas Keith,Andreas Keith,https://kleineanfragen.de/nordrhein-westfalen/17/12103-entwicklung-der-mitarbeiterzahlen-und-der-grossmaschinen-in-der-forstverwaltung,Entwicklung der Mitarbeiterzahlen und der Großmaschinen in der Forstverwaltung,minor,2020-12-14T00:00:00Z,AfD,MULNV,MULNV
64218,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12102-nachgefragt-wie-steht-es-um-den-schutz-der-beschaeftigten-in-den-ministerien-des-landes-nrw-vor-dem-coronavirus,Nachgefragt: Wie steht es um den Schutz der Beschäftigten in den Ministerien des Landes NRW vor dem Coronavirus?,minor,2020-12-14T00:00:00Z,SPD,IM,IM
64219,Michael R. Hübner,Michael Hübner;Michael R. Hübner,https://kleineanfragen.de/nordrhein-westfalen/17/12101-bremse-statt-unbuerokratische-hilfe-bei-der-digitalisierung-im-einzelhandel,Bremse statt unbürokratische Hilfe bei der Digitalisierung im Einzelhandel?,minor,2020-12-14T00:00:00Z,SPD,MWIDE,MWIDE
64220,Frank Neppe,Frank Neppe,https://kleineanfragen.de/nordrhein-westfalen/17/12100-uebernahme-von-nrw-unternehmen-durch-chinesische-investoren,Übernahme von NRW-Unternehmen durch chinesische Investoren,minor,2020-12-14T00:00:00Z,fraktionslos,MWIDE,MWIDE
64221,Frank Sundermann,Frank Sundermann,https://kleineanfragen.de/nordrhein-westfalen/17/12099-chaotische-informationspolitik-der-landesregierung-bei-den-soforthilfen-zulasten-der-hilfeempfaenger,Chaotische Informationspolitik der Landesregierung bei den Soforthilfen zulasten der Hilfeempfänger,minor,2020-12-14T00:00:00Z,SPD,MWIDE,MWIDE
64222,René Schneider,René Schneider,https://kleineanfragen.de/nordrhein-westfalen/17/12098-cash-cow-eyller-berg-deponiebetreiber-will-seine-kuh-noch-nach-dem-ableben-melken,Cash-Cow Eyller Berg: Deponiebetreiber will seine Kuh noch nach dem Ableben melken,minor,2020-12-14T00:00:00Z,SPD,MWIDE,MWIDE
64223,Wibke Brems,Wibke Brems,https://kleineanfragen.de/nordrhein-westfalen/17/12097-welche-fortschritte-macht-die-landesverwaltung-bei-der-erreichung-ihrer-klimaneutralitaet,Welche Fortschritte macht die Landesverwaltung bei der Erreichung ihrer Klimaneutralität?,minor,2020-12-14T00:00:00Z,Bündnis 90/Die Grünen,MWIDE,MWIDE
64224,Dr. Dennis Maelzer,Dr. Dennis Maelzer,https://kleineanfragen.de/nordrhein-westfalen/17/12096-welche-kosten-sind-dem-land-durch-die-kita-und-ogs-gebuehren-senkung-in-der-zeit-corona-bedingter-kita,Welche Kosten sind dem Land durch die Kita- und OGS-Gebühren-Senkung in der Zeit Corona-bedingter Kita-Schließungen entstanden?,minor,2020-12-11T00:00:00Z,SPD,MKFFI,MKFFI
64225,Nic Peter Vogel;Markus Wagner,Nic Peter Vogel;Markus Wagner,https://kleineanfragen.de/nordrhein-westfalen/17/12095-ruhestand-nach-ehrenamt-wie-sind-die-altersstrukturen-im-ehrenamtlichen-brand-und-katastrophenschutz,Ruhestand nach Ehrenamt – Wie sind die Altersstrukturen im ehrenamtlichen Brand- und Katastrophenschutz?,minor,2020-12-11T00:00:00Z,AfD,IM,IM
64226,Norwich Rüße,Norwich Rüße,https://kleineanfragen.de/nordrhein-westfalen/17/12070-wie-hat-sich-die-reitabgabe-in-nordrhein-westfalen-entwickelt,Wie hat sich die Reitabgabe in Nordrhein-Westfalen entwickelt?,minor,2020-12-09T00:00:00Z,Bündnis 90/Die Grünen,MULNV,MULNV
64227,Serdar Yüksel;Karsten Rudolph;Prof. Dr. Karsten Rudolph;Carina Gödecke,Serdar Yüksel;Karsten Rudolph;Prof. Dr. Karsten Rudolph;Carina Gödecke,https://kleineanfragen.de/nordrhein-westfalen/17/12069-was-tut-die-landesregierung-damit-bochum-als-relevanter-stahlstandort-europas-zukunftsfaehig-bleibt,"Was tut die Landesregierung, damit Bochum als relevanter Stahlstandort Europas zukunftsfähig bleibt?",minor,2020-12-09T00:00:00Z,SPD,MWIDE,MWIDE
64228,Eva-Maria Voigt-Küppers;Jochen Ott,Jochen Ott;Eva-Maria Voigt-Küppers,https://kleineanfragen.de/nordrhein-westfalen/17/12068-weiterverwendung-der-mittel-aus-dem-sommerferien-programm-der-landesregierung,Weiterverwendung der Mittel aus dem Sommerferien-Programm der Landesregierung,minor,2020-12-09T00:00:00Z,SPD,MSB,MSB
64229,Inge Blask,Inge Blask,https://kleineanfragen.de/nordrhein-westfalen/17/12067-steinbruch-hoennetal-lhoist-rheinkalk-alltagsbelastungen-und-erweiterung,Steinbruch Hönnetal Lhoist / Rheinkalk – Alltagsbelastungen und Erweiterung,minor,2020-12-09T00:00:00Z,SPD,MULNV,MULNV
64230,Frank Sundermann,Frank Sundermann,https://kleineanfragen.de/nordrhein-westfalen/17/12066-ausbau-der-erneuerbaren-energien-vorantreiben,Ausbau der Erneuerbaren Energien vorantreiben,minor,2020-12-09T00:00:00Z,SPD,MWIDE,MWIDE
64231,Gabriele Hammelrath;Dietmar Bell,Gabriele Hammelrath;Dietmar Bell,https://kleineanfragen.de/nordrhein-westfalen/17/12065-wie-hat-sich-die-zulassungsbeschraenkung-von-lehramtsstudiengaengen-in-nrw-entwickelt,Wie hat sich die Zulassungsbeschränkung von Lehramtsstudiengängen in NRW entwickelt?,minor,2020-12-09T00:00:00Z,SPD,MKW,MKW
64232,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12064-digitalisierung-fehlanzeige-buerokratiemonster-strassenausbaubeitraege,Digitalisierung? Fehlanzeige! – Bürokratiemonster Straßenausbaubeiträge,minor,2020-12-08T00:00:00Z,SPD,MHKBG,MHKBG
64233,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12063-unterstuetzung-fuer-menschen-im-kommunalen-ehrenamt-welche-massnahmen-ergreift-die-nrw-landesregierung,Unterstützung für Menschen im kommunalen Ehrenamt: Welche Maßnahmen ergreift die NRW-Landesregierung?,minor,2020-12-08T00:00:00Z,SPD,Finanzministerium,Finanzministerium
64234,Wibke Brems,Wibke Brems,https://kleineanfragen.de/nordrhein-westfalen/17/12062-wie-ist-der-stand-bei-der-novellierung-des-klimaschutzgesetzes-und-der-entwicklung-eines-klimaschutzaudits-fuer,Wie ist der Stand bei der Novellierung des Klimaschutzgesetzes und der Entwicklung eines Klimaschutzaudits für NRW?,minor,2020-12-08T00:00:00Z,Bündnis 90/Die Grünen,MWIDE,MWIDE
64235,Marcus Pretzell;Alexander Langguth,Marcus Pretzell;Alexander Langguth,https://kleineanfragen.de/nordrhein-westfalen/17/12046-elektromobilitaet-in-nrw-wie-gut-sind-unsere-feuerwehren-geruestet,Elektromobilität in NRW – Wie gut sind unsere Feuerwehren gerüstet?,minor,2020-12-07T00:00:00Z,fraktionslos,IM,IM
64236,Frank Neppe,Frank Neppe,https://kleineanfragen.de/nordrhein-westfalen/17/12045-wie-steht-es-um-die-it-sicherheit-der-kritischen-infrastruktur-in-nrw,Wie steht es um die IT-Sicherheit der Kritischen Infrastruktur in NRW?,minor,2020-12-07T00:00:00Z,fraktionslos,IM,IM
64237,Britta Altenkamp,Britta Altenkamp,https://kleineanfragen.de/nordrhein-westfalen/17/12044-welche-kenntnis-hat-die-landesregierung-um-die-verschleppung-dringender-therapeutischer-leistungen-bei,Welche Kenntnis hat die Landesregierung um die Verschleppung dringender therapeutischer Leistungen bei Missbrauchsopfern?,minor,2020-12-07T00:00:00Z,SPD,Justizministerium,Justizministerium
64238,Dr. Dennis Maelzer,Dr. Dennis Maelzer,https://kleineanfragen.de/nordrhein-westfalen/17/12043-ncl-wie-unterstuetzt-die-landesregierung-betroffene-eltern-und-die-erforschung-dieser-seltenen-erbkrankheit,NCL – Wie unterstützt die Landesregierung betroffene Eltern und die Erforschung dieser seltenen Erbkrankheit?,minor,2020-12-07T00:00:00Z,SPD,MAGS,MAGS
64239,Dr. Christian Blex,Dr. Christian Blex,https://kleineanfragen.de/nordrhein-westfalen/17/12042-entwicklung-der-altersstruktur-von-covid-19-infizierten,Entwicklung der Altersstruktur von Covid-19-Infizierten,minor,2020-12-07T00:00:00Z,AfD,MAGS,MAGS
64240,Frank Müller;Dr. Dennis Maelzer,Frank Müller;Dr. Dennis Maelzer,https://kleineanfragen.de/nordrhein-westfalen/17/12041-beruecksichtigung-der-verdienten-corona-praemie-bei-der-dynamisierung-der-kindpauschalen,Berücksichtigung der verdienten Corona-Prämie bei der Dynamisierung der Kindpauschalen?,minor,2020-12-07T00:00:00Z,SPD,MKFFI,MKFFI
64241,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12038-das-gemeindefinanzierungsgesetz-welchen-unterschied-macht-die-eine-milliarde-leihgabe-der-nordrhein-westfaelischen,Das Gemeindefinanzierungsgesetz: Welchen Unterschied macht die Eine-Milliarde-Leihgabe der nordrhein-westfälischen Landesregierung?,minor,2020-12-04T00:00:00Z,SPD,MHKBG,MHKBG
64242,Inge Blask,Inge Blask,https://kleineanfragen.de/nordrhein-westfalen/17/12037-mittelabfluss-aus-der-extremwetterfolge-foerderung-fuer-waldbesitzer-im-kreis-siegen-wittgenstein,Mittelabfluss aus der Extremwetterfolge-Förderung für Waldbesitzer im Kreis Siegen-Wittgenstein,minor,2020-12-04T00:00:00Z,SPD,MULNV,MULNV
64243,Inge Blask,Inge Blask,https://kleineanfragen.de/nordrhein-westfalen/17/12036-mittelabfluss-aus-der-extremwetterfolge-foerderung-fuer-waldbesitzer-im-maerkischen-kreis,Mittelabfluss aus der Extremwetterfolge-Förderung für Waldbesitzer im Märkischen Kreis,minor,2020-12-04T00:00:00Z,SPD,MULNV,MULNV
64244,Inge Blask,Inge Blask,https://kleineanfragen.de/nordrhein-westfalen/17/12035-mittelabfluss-aus-der-extremwetterfolge-foerderung-fuer-waldbesitzer-im-hochsauerlandkreis,Mittelabfluss aus der Extremwetterfolge-Förderung für Waldbesitzer im Hochsauerlandkreis,minor,2020-12-04T00:00:00Z,SPD,MULNV,MULNV
64245,Carsten Löcker,Carsten Löcker,https://kleineanfragen.de/nordrhein-westfalen/17/12029-wie-belastet-das-desaster-um-die-autobahn-gmbh-des-bundes-den-bundesfernstrassenbau-in-nordrhein-westfalen,Wie belastet das Desaster um die »Autobahn GmbH« des Bundes den Bundesfernstraßenbau in Nordrhein-Westfalen?,minor,2020-12-03T00:00:00Z,SPD,VM,VM
64246,Iris Dworeck-Danielowski;Thomas Röckemann,Iris Dworeck-Danielowski;Thomas Röckemann,https://kleineanfragen.de/nordrhein-westfalen/17/12028-genitalverstuemmelungen-in-nrw-welche-erkenntnisse-liegen-der-landesregierung-heute-vor,Genitalverstümmelungen in NRW – Welche Erkenntnisse liegen der Landesregierung heute vor?,minor,2020-12-02T00:00:00Z,AfD,MHKBG,MHKBG
64247,Alexander Langguth,Alexander Langguth,https://kleineanfragen.de/nordrhein-westfalen/17/12027-schueler-die-kaum-noch-sprechen-koennen-und-faelle-haeuslicher-gewalt-die-folgen-coronabedingter,"Schüler, die kaum noch sprechen können und Fälle häuslicher Gewalt: Die Folgen coronabedingter Schulschließungen",minor,2020-12-02T00:00:00Z,fraktionslos,MSB,MSB
64248,Wibke Brems;Norwich Rüße,Norwich Rüße;Wibke Brems,https://kleineanfragen.de/nordrhein-westfalen/17/12026-welche-erkenntnisse-hat-die-landesregierung-ueber-mit-titandioxid-belastete-photoment-steine,Welche Erkenntnisse hat die Landesregierung über mit Titandioxid belastete Photoment-Steine?,minor,2020-12-02T00:00:00Z,Bündnis 90/Die Grünen,VM,VM
64249,Frank Sundermann,Frank Sundermann,https://kleineanfragen.de/nordrhein-westfalen/17/12014-moegliche-reaktivierung-des-velper-bahnhofs,Mögliche Reaktivierung des Velper Bahnhofs,minor,2020-12-01T00:00:00Z,SPD,VM,VM
64250,Marcus Pretzell,Marcus Pretzell,https://kleineanfragen.de/nordrhein-westfalen/17/12013-flatten-the-curve-herdenimmunitaet-ausrottung-des-virus-massnahmenkatalog-der-landesregierung,"Flatten the curve, Herdenimmunität, Ausrottung des Virus – Maßnahmenkatalog der Landesregierung",minor,2020-12-01T00:00:00Z,fraktionslos,MAGS,MAGS
64251,Frank Neppe,Frank Neppe,https://kleineanfragen.de/nordrhein-westfalen/17/12012-ausweitung-der-maskenpflicht-und-zunehmende-diskriminierung-und-uebergriffe-auf-von-der-maskenpflicht-befreite,Ausweitung der Maskenpflicht und zunehmende Diskriminierung und Übergriffe auf von der Maskenpflicht befreite Menschen,minor,2020-12-01T00:00:00Z,fraktionslos,MAGS,MAGS
64252,Stefan Kämmerling,Stefan Kämmerling,https://kleineanfragen.de/nordrhein-westfalen/17/12011-fuehrungsschwaeche-ueberwinden-wie-steht-es-um-den-schutz-der-beschaeftigten-in-den-ministerien-vor-dem,Führungsschwäche überwinden – Wie steht es um den Schutz der Beschäftigten in den Ministerien vor dem Coronavirus?,minor,2020-12-01T00:00:00Z,SPD,IM,IM
64253,Norwich Rüße,Norwich Rüße,https://kleineanfragen.de/nordrhein-westfalen/17/12010-pestizidabdrift-von-nachbarflaechen-was-unternimmt-die-landesregierung-um-pestizidfrei-bewirtschaftete,"Pestizidabdrift von Nachbarflächen – Was unternimmt die Landesregierung, um pestizidfrei bewirtschaftete Nutzflächen zu schützen?",minor,2020-12-01T00:00:00Z,Bündnis 90/Die Grünen,MULNV,MULNV
64254,Dr. Dennis Maelzer,Dr. Dennis Maelzer,https://kleineanfragen.de/nordrhein-westfalen/17/12009-sind-lootboxen-in-handy-und-konsolenspielen-aus-sicht-der-landesregierung-verfuehrung-zum-gewinnspiel-oder-ein,Sind Lootboxen in Handy- und Konsolenspielen aus Sicht der Landesregierung Verführung zum Gewinnspiel oder ein vorbildliches Geschäftsmodell?,minor,2020-11-30T00:00:00Z,SPD,Ministerpräsident/in,Ministerpräsident/in
64255,Norwich Rüße,Norwich Rüße,https://kleineanfragen.de/nordrhein-westfalen/17/11989-werden-kleine-und-mittlere-landwirtschaftliche-betriebe-bei-der-auszahlung-von-eu-foerdergeldern-speziell-eler,"Werden kleine und mittlere landwirtschaftliche Betriebe bei der Auszahlung von EU-Fördergeldern, speziell ELER-Mitteln, benachteiligt?",minor,2020-11-26T00:00:00Z,Bündnis 90/Die Grünen,MULNV,MULNV
64256,Dr. Dennis Maelzer,Dr. Dennis Maelzer,https://kleineanfragen.de/nordrhein-westfalen/17/11988-unterstuetzung-fuer-familien-mit-kindern-warum-werden-arbeitgeberzuschuesse-fuer-kita-bzw-ogs-gebuehren-steuerlich,Unterstützung für Familien mit Kindern. Warum werden Arbeitgeberzuschüsse für Kita- bzw. OGS-Gebühren steuerlich unterschiedlich behandelt?,minor,2020-11-26T00:00:00Z,SPD,Finanzministerium,Finanzministerium
64257,Marcus Pretzell,Marcus Pretzell,https://kleineanfragen.de/nordrhein-westfalen/17/11987-einschraenkende-massnahmen-bis-zur-impfstoffzulassung-und-dann,Einschränkende Maßnahmen bis zur Impfstoffzulassung – und dann?,minor,2020-11-26T00:00:00Z,fraktionslos,MAGS,MAGS
64258,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11986-bildung-von-ruecklagen-bzw-sondervermoegen-fuer-menschen-die-in-nrw-aus-humanitaeren-gruenden-aufgenommen-wurden,"Bildung von Rücklagen bzw. Sondervermögen für Menschen, die  in NRW aus humanitären Gründen aufgenommen wurden",minor,2020-11-26T00:00:00Z,AfD,MKFFI,MKFFI
64259,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11985-einnahmen-und-erstattungen-des-landes-nrw-fuer-menschen-die-aus-humanitaeren-gruenden-aufgenommen-wurden,"Einnahmen und Erstattungen des Landes NRW für Menschen, die aus humanitären Gründen aufgenommen wurden",minor,2020-11-26T00:00:00Z,AfD,MKFFI,MKFFI
64260,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11984-zusaetzliche-investitionen-des-landes-nrw-fuer-menschen-die-aus-humanitaeren-gruenden-aufgenommen-wurden,"Zusätzliche Investitionen des Landes NRW für Menschen, die  aus humanitären Gründen aufgenommen wurden",minor,2020-11-26T00:00:00Z,AfD,MKFFI,MKFFI
64261,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11983-statistik-zur-anzahl-der-beamten-richter-und-arbeitnehmer-einschliesslich-der-entsprechend-angefallenen,"Statistik zur Anzahl der Beamten, Richter und Arbeitnehmer (einschließlich der entsprechend angefallenen Personalkosten), die mit Angelegenheiten für aus humanitären Gründen aufgenommene Menschen beschäftigt waren/sind",minor,2020-11-26T00:00:00Z,AfD,MKFFI,MKFFI
64262,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11982-statistik-zu-ausgaben-fuer-menschen-die-aus-humanitaeren-gruenden-aufgenommen-wurden,"Statistik zu Ausgaben für Menschen, die aus humanitären Gründen aufgenommen wurden",minor,2020-11-26T00:00:00Z,AfD,MKFFI,MKFFI
64263,Marcus Pretzell,Marcus Pretzell,https://kleineanfragen.de/nordrhein-westfalen/17/11977-wie-ist-der-stand-der-arbeit-des-nordrhein-westfaelischen-brexit-beauftragten,Wie ist der Stand der Arbeit des nordrhein-westfälischen Brexit-Beauftragten?,minor,2020-11-25T00:00:00Z,fraktionslos,MBEI,MBEI
64264,Christian Loose,Christian Loose,https://kleineanfragen.de/nordrhein-westfalen/17/11976-welche-ausbeute-an-strom-hat-der-in-den-jahren-von-2017-bis-2020-vorgenommene-ausbau-an-freiflaechen-photovoltaik,Welche Ausbeute an Strom hat der in den Jahren von 2017 bis 2020 vorgenommene Ausbau an Freiflächen-Photovoltaik erzielt?,minor,2020-11-25T00:00:00Z,AfD,MWIDE,MWIDE
64265,Gabriele Walger-Demolsky;Markus Wagner,Gabriele Walger-Demolsky;Markus Wagner,https://kleineanfragen.de/nordrhein-westfalen/17/11975-werden-clankriminelle-ohne-deutschen-pass-nun-konsequent-zurueckgefuehrt-oder-nicht,"Werden Clankriminelle ohne deutschen Pass nun ""konsequent zurückgeführt"", oder nicht?",minor,2020-11-25T00:00:00Z,AfD,MKFFI,MKFFI
64266,Alexander Langguth,Alexander Langguth,https://kleineanfragen.de/nordrhein-westfalen/17/11974-duales-studium-bei-der-polizei-und-aktuelle-infektionslage,Duales Studium bei der Polizei und aktuelle Infektionslage,minor,2020-11-25T00:00:00Z,fraktionslos,IM,IM
64267,Gabriele Walger-Demolsky,Gabriele Walger-Demolsky,https://kleineanfragen.de/nordrhein-westfalen/17/11973-statistik-zu-gescheiterten-stornierten-und-vollzogenen-abschiebungen,"Statistik zu gescheiterten, stornierten und vollzogenen Abschiebungen",minor,2020-11-25T00:00:00Z,AfD,MKFFI,MKFFI
64268,Sigrid Beer,Sigrid Beer,https://kleineanfragen.de/nordrhein-westfalen/17/11972-beschaffung-von-tablets-oder-laptops-was-duerfen-schulen-jetzt-von-eltern-verlangen,Beschaffung von Tablets oder Laptops – Was dürfen Schulen jetzt von Eltern verlangen?,minor,2020-11-25T00:00:00Z,Bündnis 90/Die Grünen,MSB,MSB
