,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
56553,Björn Försterling;Christian Grascha;Hermann Grupe;Dr. Stefan Birkner;Jörg Bode,Björn Försterling;Christian Grascha;Dr. Stefan Birkner;Hermann Grupe;Jörg Bode,https://kleineanfragen.de/niedersachsen/18/6994-belastung-der-luft-mit-stickstoffdioxid-wie-erklaeren-sich-die-messwerte-an-den-messstationen,Belastung der Luft mit Stickstoffdioxid - Wie erklären sich die Messwerte an den Messstationen?,minor,2020-07-08T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz"
56554,Volker Bajus;Christian Meyer,Volker Bajus;Christian Meyer,https://kleineanfragen.de/niedersachsen/18/6992-wie-steht-es-um-den-sozialen-wohnungsbau-in-niedersachsen-2018,Wie steht es um den sozialen Wohnungsbau in Niedersachsen 2018?,minor,2020-07-08T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz"
56555,Susanne Menge;Detlev Schulz-Hendel;Imke Byl;Meta Janssen-Kucz,Detlev Schulz-Hendel;Susanne Menge;Meta Janssen-Kucz;Imke Byl,https://kleineanfragen.de/niedersachsen/18/6991-uniper-bestellt-lng-terminal-schiff-ist-das-genehmigungsverfahren-fuer-den-standort-wilhelmshaven-abgeschlossen,Uniper bestellt LNG-Terminal-Schiff: Ist das Genehmigungsverfahren für den Standort Wilhelmshaven abgeschlossen?,minor,2020-07-08T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56556,André Bock;Heiner Schönecke;Helmut Dammann-Tamke,Heiner Schönecke;Helmut Dammann-Tamke;André Bock,https://kleineanfragen.de/niedersachsen/18/6990-loest-ein-s-bahn-ring-verkehrsprobleme-im-hamburger-sueden-und-der-suedlichen-metropolregion,Löst ein S-Bahn-Ring Verkehrsprobleme im Hamburger Süden und der südlichen Metropolregion?,minor,2020-07-08T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56557,Dana Guth,Dana Guth,https://kleineanfragen.de/niedersachsen/18/6968-corona-neuinfektionen-durch-private-feiern,Corona-Neuinfektionen durch private Feiern,minor,2020-07-07T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56558,Stephan Bothe,Stephan Bothe,https://kleineanfragen.de/niedersachsen/18/6965-nachfrage-zur-drucksache-18-6534-was-meint-der-niedersaechsische-verfassungsschutzchef-mit-augenwischerei,"Nachfrage zur Drucksache 18/6534: Was meint der niedersächsische Verfassungsschutzchef mit ""Augenwischerei""?",minor,2020-07-06T00:00:00Z,AfD,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56559,Björn Försterling;Christian Grascha;Susanne Victoria Schütz;Dr. Stefan Birkner;Sylvia Bruns,Dr. Stefan Birkner;Christian Grascha;Sylvia Bruns;Susanne Victoria Schütz;Björn Försterling,https://kleineanfragen.de/niedersachsen/18/6963-bedingungen-fuer-die-abgabe-von-endgeraeten-aus-mitteln-des-digitalpaktes-an-schultraeger-fuer-beduerftige-schueler,Bedingungen für die Abgabe von Endgeräten aus Mitteln des Digitalpaktes an Schulträger für bedürftige Schüler,minor,2020-07-06T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56560,Björn Försterling;Thomas Brüninghoff;Christian Grascha;Hillgriet Eilers;Susanne Victoria Schütz;Dr. Stefan Birkner;Jörg Bode;Sylvia Bruns,Hillgriet Eilers;Christian Grascha;Thomas Brüninghoff;Jörg Bode;Dr. Stefan Birkner;Susanne Victoria Schütz;Björn Försterling;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/18/6949-schafft-die-landesregierung-doppelstrukturen-im-bereich-der-medizinischen-versorgung,Schafft die Landesregierung Doppelstrukturen im Bereich der medizinischen Versorgung?,minor,2020-07-03T00:00:00Z,FDP,Niedersächsisches Ministerium für Bundes- und Europaangelegenheiten und Regionale Entwicklung,Niedersächsisches Ministerium für Bundes- und Europaangelegenheiten und Regionale Entwicklung
56561,Harm Rykena;Stephan Bothe,Stephan Bothe;Harm Rykena,https://kleineanfragen.de/niedersachsen/18/6948-zu-wie-vielen-schuelern-ist-der-kontakt-im-heimunterricht-abgebrochen,Zu wie vielen Schülern ist der Kontakt im Heimunterricht abgebrochen?,minor,2020-07-03T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56562,Björn Försterling;Horst Kortlang;Christian Grascha;Susanne Victoria Schütz;Jörg Bode;Sylvia Bruns,Christian Grascha;Horst Kortlang;Jörg Bode;Björn Försterling;Susanne Victoria Schütz;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/18/6941-umgang-mit-quarantaeneverweigerern,Umgang mit Quarantäneverweigerern,minor,2020-07-02T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56563,Susanne Menge;Dragos Pancescu;Julia Willie Hamburg,Susanne Menge;Dragos Pancescu;Julia Willie Hamburg,https://kleineanfragen.de/niedersachsen/18/6939-hausdurchsuchungen-bei-rechtsradikalen,Hausdurchsuchungen bei Rechtsradikalen,minor,2020-07-02T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56564,Dana Guth,Dana Guth,https://kleineanfragen.de/niedersachsen/18/6938-verbot-von-werkvertraegen-und-arbeitnehmerueberlassungen-in-der-fleischbranche,Verbot von Werkverträgen und Arbeitnehmerüberlassungen in der Fleischbranche,minor,2020-07-02T00:00:00Z,AfD,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56565,Harm Rykena,Harm Rykena,https://kleineanfragen.de/niedersachsen/18/6933-nachfragen-zur-drucksache-18-6533-aktueller-stand-der-digitalisierung-an-schulen-in-niedersachsen,"Nachfragen zur Drucksache 18/6533 ""Aktueller Stand der Digitalisierung an Schulen in Niedersachsen""",minor,2020-07-02T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56566,Eva Viehoff;Dragos Pancescu;Miriam Staudte;Meta Janssen-Kucz,Dragos Pancescu;Eva Viehoff;Meta Janssen-Kucz;Miriam Staudte,https://kleineanfragen.de/niedersachsen/18/6913-wie-will-die-landesregierung-die-niedersaechsischen-nordseefischer-in-der-corona-krise-und-darueber-hinaus,Wie will die Landesregierung die niedersächsischen Nordseefischer in der Corona-Krise und darüber hinaus unterstützen?,minor,2020-07-01T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56567,Dana Guth,Dana Guth,https://kleineanfragen.de/niedersachsen/18/6912-corona-testung-bei-schlachthofmitarbeitern,Corona-Testung bei Schlachthofmitarbeitern,minor,2020-06-30T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56568,Harm Rykena,Harm Rykena,https://kleineanfragen.de/niedersachsen/18/6890-lehrer-in-covid-19-risikogruppen-wie-stark-sind-die-schulen-betroffen,Lehrer in COVID-19-Risikogruppen: Wie stark sind die Schulen betroffen?,minor,2020-06-29T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56569,Stephan Bothe,Stephan Bothe,https://kleineanfragen.de/niedersachsen/18/6884-schulgeldfreie-ausbildung-in-der-niedersaechsischen-heilerziehungspflege,Schulgeldfreie Ausbildung in der niedersächsischen Heilerziehungspflege,minor,2020-06-29T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56570,Susanne Victoria Schütz;Björn Försterling;Christian Grascha;Sylvia Bruns,Christian Grascha;Sylvia Bruns;Susanne Victoria Schütz;Björn Försterling,https://kleineanfragen.de/niedersachsen/18/6882-lehrkraefte-im-homeoffice,Lehrkräfte im Homeoffice,minor,2020-06-29T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56571,Susanne Menge;Eva Viehoff,Susanne Menge;Eva Viehoff,https://kleineanfragen.de/niedersachsen/18/6881-wie-steht-die-landesregierung-zur-kritik-am-niedersaechsischen-studieninstitut-fuer-kommunale-verwaltung,Wie steht die Landesregierung zur Kritik am Niedersächsischen Studieninstitut für kommunale Verwaltung?,minor,2020-06-29T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56572,Jens Ahrends,Jens Ahrends,https://kleineanfragen.de/niedersachsen/18/6871-extremisten-bei-corona-demonstrationen,Extremisten bei Corona-Demonstrationen?,minor,2020-06-29T00:00:00Z,AfD,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56573,Horst Kortlang;Dr. Stefan Birkner;Jörg Bode;Christian Grascha,Christian Grascha;Dr. Stefan Birkner;Jörg Bode;Horst Kortlang,https://kleineanfragen.de/niedersachsen/18/6867-finanzierung-des-landesbueros-der-umwelt-und-naturschutzverbaende,Finanzierung des Landesbüros der Umwelt- und Naturschutzverbände,minor,2020-06-26T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz"
56574,Dr. Stefan Birkner;Jörg Bode;Christian Grascha;Dr. Marco Genthe,Dr. Marco Genthe;Dr. Stefan Birkner;Christian Grascha;Jörg Bode,https://kleineanfragen.de/niedersachsen/18/6866-nachfragen-zum-orientierungsbericht-der-regierungskommission-moderne-verwaltung-fuer-ein-modernes-niedersachsen,"Nachfragen zum Orientierungsbericht der Regierungskommission ""Moderne Verwaltung für ein modernes Niedersachsen""",minor,2020-06-26T00:00:00Z,FDP,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
56575,Stefan Henze,Stefan Henze,https://kleineanfragen.de/niedersachsen/18/6865-quo-vadis-behelfskrankenhaus-messe-hat-die-landesregierung-ein-nachnutzungskonzept,"Quo Vadis ""Behelfskrankenhaus Messe"" - Hat die Landesregierung ein Nachnutzungskonzept?",minor,2020-06-26T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56576,Stefan Henze;Harm Rykena,Stefan Henze;Harm Rykena,https://kleineanfragen.de/niedersachsen/18/6864-was-tut-die-landesregierung-um-ausbildungsplaetze-in-insolvenzfaellen-zu-sichern,"Was tut die Landesregierung, um Ausbildungsplätze in Insolvenzfällen zu sichern?",minor,2020-06-26T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56577,Susanne Menge;Eva Viehoff;Dragos Pancescu,Dragos Pancescu;Eva Viehoff;Susanne Menge,https://kleineanfragen.de/niedersachsen/18/6862-in-familienunternehmen-beschaeftigte-gefluechtete,In Familienunternehmen beschäftigte Geflüchtete,minor,2020-06-26T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56578,Miriam Staudte;Imke Byl,Imke Byl;Miriam Staudte,https://kleineanfragen.de/niedersachsen/18/6859-rueckholung-der-radioaktiven-abfaelle-aus-der-asse-welche-genehmigungsverfahren-sind-derzeit-anhaengig,Rückholung der radioaktiven Abfälle aus der Asse: Welche Genehmigungsverfahren sind derzeit anhängig?,minor,2020-06-26T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz"
56579,Detlev Schulz-Hendel;Imke Byl,Imke Byl;Detlev Schulz-Hendel,https://kleineanfragen.de/niedersachsen/18/6858-wie-ist-der-planungsstand-der-baumassnahme-b-4-neubau-der-ortsumgehung-meine-roetgesbuettel,"Wie ist der Planungsstand der Baumaßnahme ""B 4: Neubau der Ortsumgehung Meine - Rötgesbüttel""?",minor,2020-06-26T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56580,Susanne Menge;Eva Viehoff;Dragos Pancescu,Dragos Pancescu;Eva Viehoff;Susanne Menge,https://kleineanfragen.de/niedersachsen/18/6821-nachfragen-zur-unterbringung-von-gefluechteten-in-der-landesaufnahmebehoerde,Nachfragen zur Unterbringung von Geflüchteten in der Landesaufnahmebehörde,minor,2020-06-23T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56581,Thomas Brüninghoff;Dr. Marco Genthe,Thomas Brüninghoff;Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/18/6820-wann-duerfen-ehrenamtliche-hilfsorganisationen-wieder-richtig-trainieren,Wann dürfen ehrenamtliche Hilfsorganisationen wieder richtig trainieren?,minor,2020-06-23T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56582,Susanne Victoria Schütz;Björn Försterling;Sylvia Bruns,Sylvia Bruns;Susanne Victoria Schütz;Björn Försterling,https://kleineanfragen.de/niedersachsen/18/6805-schulen-in-freier-traegerschaft-in-der-corona-krise,Schulen in freier Trägerschaft in der Corona-Krise,minor,2020-06-23T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56583,Björn Försterling;Jörg Bode,Björn Försterling;Jörg Bode,https://kleineanfragen.de/niedersachsen/18/6804-nachfragen-zu-drucksache-18-5825,Nachfragen zu Drucksache 18/5825,minor,2020-06-23T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56584,Stephan Bothe,Stephan Bothe,https://kleineanfragen.de/niedersachsen/18/6803-angriffe-auf-personal-von-gesundheits-und-pflegeeinrichtungen,Angriffe auf Personal von Gesundheits- und Pflegeeinrichtungen,minor,2020-06-23T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56585,Christopher Emden,Christopher Emden,https://kleineanfragen.de/niedersachsen/18/6802-bussgelder-und-verstoesse-gegen-corona-regeln,Bußgelder und Verstöße gegen Corona-Regeln,minor,2020-06-22T00:00:00Z,AfD,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56586,Peer Lilienthal,Peer Lilienthal,https://kleineanfragen.de/niedersachsen/18/6801-grunderwerbsteuer-im-landeshaushalt-nachfrage-aktualisierung,Grunderwerbsteuer im Landeshaushalt - Nachfrage/Aktualisierung,minor,2020-06-22T00:00:00Z,AfD,Niedersächsisches Finanzministerium,Niedersächsisches Finanzministerium
56587,Stephan Bothe,Stephan Bothe,https://kleineanfragen.de/niedersachsen/18/6780-validitaet-von-pcr-tests-und-anderen-nachweismethoden,Validität von PCR-Tests und anderen Nachweismethoden,minor,2020-06-19T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56588,Dragos Pancescu;Christian Meyer;Miriam Staudte;Imke Byl,Christian Meyer;Dragos Pancescu;Imke Byl;Miriam Staudte,https://kleineanfragen.de/niedersachsen/18/6779-was-unternimmt-die-landesregierung-gegen-die-beim-flussfischmonitoring-festgestellten-hohen-pfos-gehalte-in,Was unternimmt die Landesregierung gegen die beim Flussfischmonitoring festgestellten hohen PFOS-Gehalte in niedersächsischen Gewässern und Flussfischen?,minor,2020-06-19T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie, Bauen und Klimaschutz"
56589,Jörg Bode;Thomas Brüninghoff,Thomas Brüninghoff;Jörg Bode,https://kleineanfragen.de/niedersachsen/18/6778-wann-wird-die-landesstrasse-44-komplett-saniert,Wann wird die Landesstraße 44 komplett saniert?,minor,2020-06-19T00:00:00Z,FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung","Niedersächsisches Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung"
56590,Susanne Victoria Schütz;Dr. Stefan Birkner;Horst Kortlang;Jörg Bode,Horst Kortlang;Susanne Victoria Schütz;Jörg Bode;Dr. Stefan Birkner,https://kleineanfragen.de/niedersachsen/18/6776-gartenfeste-in-corona-zeiten,Gartenfeste in Corona-Zeiten,minor,2020-06-19T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56591,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/18/6775-gerichtsverfahren-aufgrund-der-corona-pandemie,Gerichtsverfahren aufgrund der Corona-Pandemie,minor,2020-06-19T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56592,Dana Guth,Dana Guth,https://kleineanfragen.de/niedersachsen/18/6774-der-genderstern-und-der-rat-fuer-deutsche-rechtschreibung,"Der ""Genderstern"" und der Rat für deutsche Rechtschreibung",minor,2020-06-19T00:00:00Z,AfD,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56593,Susanne Victoria Schütz;Jörg Bode;Thomas Brüninghoff;Sylvia Bruns,Susanne Victoria Schütz;Thomas Brüninghoff;Jörg Bode;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/18/6773-spricht-das-sozialministerium-mit-der-datenschutzbeauftragten,Spricht das Sozialministerium mit der Datenschutzbeauftragten?,minor,2020-06-18T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56594,Susanne Menge;Christian Meyer,Susanne Menge;Christian Meyer,https://kleineanfragen.de/niedersachsen/18/6772-einsaetze-der-feuerwehren-bei-umzuegen,Einsätze der Feuerwehren bei Umzügen,minor,2020-06-18T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56595,Susanne Menge;Dragos Pancescu,Dragos Pancescu;Susanne Menge,https://kleineanfragen.de/niedersachsen/18/6771-unterbringung-von-gefluechteten-in-den-kommunen,Unterbringung von Geflüchteten in den Kommunen,minor,2020-06-18T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56596,Björn Försterling;Thomas Brüninghoff;Susanne Victoria Schütz;Jörg Bode;Sylvia Bruns,Jörg Bode;Thomas Brüninghoff;Björn Försterling;Susanne Victoria Schütz;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/18/6770-fsj-digital-2,FSJ Digital 2,minor,2020-06-18T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56597,Susanne Victoria Schütz;Björn Försterling;Jörg Bode;Sylvia Bruns,Sylvia Bruns;Jörg Bode;Björn Försterling;Susanne Victoria Schütz,https://kleineanfragen.de/niedersachsen/18/6769-gefaehrdung-von-studiengangakkreditierungen-durch-aenderung-von-unterrichtsmodulen-und-pruefungsformaten,Gefährdung von Studiengangakkreditierungen durch Änderung von Unterrichtsmodulen und Prüfungsformaten,minor,2020-06-18T00:00:00Z,FDP,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
56598,Susanne Victoria Schütz;Björn Försterling;Sylvia Bruns;Dr. Marco Genthe,Dr. Marco Genthe;Björn Försterling;Susanne Victoria Schütz;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/18/6755-haeusliche-gewalt-in-der-corona-krise,Häusliche Gewalt in der Corona-Krise,minor,2020-06-17T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56599,Susanne Menge;Dragos Pancescu,Dragos Pancescu;Susanne Menge,https://kleineanfragen.de/niedersachsen/18/6754-niedersachsens-engagement-bei-frontex,Niedersachsens Engagement bei FRONTEX,minor,2020-06-17T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56600,Dana Guth,Dana Guth,https://kleineanfragen.de/niedersachsen/18/6753-empfehlung-des-sogenannten-pairingverfahrens-durch-das-mi,Empfehlung des sogenannten Pairingverfahrens durch das MI,minor,2020-06-17T00:00:00Z,AfD,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56601,Christopher Emden,Christopher Emden,https://kleineanfragen.de/niedersachsen/18/6752-klinikkapazitaeten-wegen-covid-19,Klinikkapazitäten wegen COVID-19,minor,2020-06-17T00:00:00Z,AfD,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56602,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/18/6751-nichtraucherschutz-jva,Nichtraucherschutz JVA,minor,2020-06-16T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
